pose,punto,ang optimo,ang medido medio
warrior,"(16, 14, 12)",180,174
warrior,"(11, 13, 15)",180,169
warrior,"(14, 12, 24)",90,11
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,175
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,175
warrior,"(11, 13, 15)",180,170
warrior,"(14, 12, 24)",90,10
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,176
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,176
warrior,"(11, 13, 15)",180,169
warrior,"(14, 12, 24)",90,9
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,176
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,177
warrior,"(11, 13, 15)",180,169
warrior,"(14, 12, 24)",90,9
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,175
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,177
warrior,"(11, 13, 15)",180,169
warrior,"(14, 12, 24)",90,9
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,175
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,177
warrior,"(11, 13, 15)",180,169
warrior,"(14, 12, 24)",90,9
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,175
warrior,"(11, 23, 25)",120,178
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,176
warrior,"(11, 13, 15)",180,169
warrior,"(14, 12, 24)",90,9
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,175
warrior,"(11, 23, 25)",120,178
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,175
warrior,"(11, 13, 15)",180,169
warrior,"(14, 12, 24)",90,10
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,175
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,174
warrior,"(11, 13, 15)",180,169
warrior,"(14, 12, 24)",90,10
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,174
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,174
warrior,"(11, 13, 15)",180,169
warrior,"(14, 12, 24)",90,10
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,174
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,176
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,176
warrior,"(11, 13, 15)",180,170
warrior,"(14, 12, 24)",90,9
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,174
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,176
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,177
warrior,"(11, 13, 15)",180,170
warrior,"(14, 12, 24)",90,9
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,174
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,176
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,178
warrior,"(11, 13, 15)",180,171
warrior,"(14, 12, 24)",90,8
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,174
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,176
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,178
warrior,"(11, 13, 15)",180,171
warrior,"(14, 12, 24)",90,8
warrior,"(13, 11, 23)",90,11
warrior,"(12, 24, 26)",140,174
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,176
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,178
warrior,"(11, 13, 15)",180,172
warrior,"(14, 12, 24)",90,8
warrior,"(13, 11, 23)",90,11
warrior,"(12, 24, 26)",140,174
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,178
warrior,"(11, 13, 15)",180,172
warrior,"(14, 12, 24)",90,8
warrior,"(13, 11, 23)",90,11
warrior,"(12, 24, 26)",140,174
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,177
warrior,"(11, 13, 15)",180,171
warrior,"(14, 12, 24)",90,9
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,173
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,176
warrior,"(16, 14, 12)",180,175
warrior,"(11, 13, 15)",180,170
warrior,"(14, 12, 24)",90,9
warrior,"(13, 11, 23)",90,13
warrior,"(12, 24, 26)",140,174
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,177
warrior,"(16, 14, 12)",180,171
warrior,"(11, 13, 15)",180,168
warrior,"(14, 12, 24)",90,11
warrior,"(13, 11, 23)",90,14
warrior,"(12, 24, 26)",140,174
warrior,"(11, 23, 25)",120,179
warrior,"(24, 26, 28)",170,178
warrior,"(23, 25, 27)",120,177
warrior,"(16, 14, 12)",180,165
warrior,"(11, 13, 15)",180,169
warrior,"(14, 12, 24)",90,11
warrior,"(13, 11, 23)",90,13
warrior,"(12, 24, 26)",140,175
warrior,"(11, 23, 25)",120,178
warrior,"(24, 26, 28)",170,178
warrior,"(23, 25, 27)",120,177
warrior,"(16, 14, 12)",180,162
warrior,"(11, 13, 15)",180,170
warrior,"(14, 12, 24)",90,12
warrior,"(13, 11, 23)",90,13
warrior,"(12, 24, 26)",140,175
warrior,"(11, 23, 25)",120,177
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,177
warrior,"(16, 14, 12)",180,160
warrior,"(11, 13, 15)",180,172
warrior,"(14, 12, 24)",90,12
warrior,"(13, 11, 23)",90,12
warrior,"(12, 24, 26)",140,176
warrior,"(11, 23, 25)",120,176
warrior,"(24, 26, 28)",170,177
warrior,"(23, 25, 27)",120,177
warrior,"(16, 14, 12)",180,160
warrior,"(11, 13, 15)",180,175
warrior,"(14, 12, 24)",90,11
warrior,"(13, 11, 23)",90,10
warrior,"(12, 24, 26)",140,172
warrior,"(11, 23, 25)",120,176
warrior,"(24, 26, 28)",170,168
warrior,"(23, 25, 27)",120,178
warrior,"(16, 14, 12)",180,159
warrior,"(11, 13, 15)",180,176
warrior,"(14, 12, 24)",90,10
warrior,"(13, 11, 23)",90,10
warrior,"(12, 24, 26)",140,166
warrior,"(11, 23, 25)",120,175
warrior,"(24, 26, 28)",170,156
warrior,"(23, 25, 27)",120,179
warrior_inv,"(16, 14, 12)",180,155
warrior_inv,"(11, 13, 15)",180,175
warrior_inv,"(14, 12, 24)",90,11
warrior_inv,"(13, 11, 23)",90,11
warrior_inv,"(12, 24, 26)",120,158
warrior_inv,"(11, 23, 25)",140,174
warrior_inv,"(24, 26, 28)",120,132
warrior_inv,"(23, 25, 27)",170,179
warrior_inv,"(16, 14, 12)",180,153
warrior_inv,"(11, 13, 15)",180,173
warrior_inv,"(14, 12, 24)",90,11
warrior_inv,"(13, 11, 23)",90,12
warrior_inv,"(12, 24, 26)",120,151
warrior_inv,"(11, 23, 25)",140,175
warrior_inv,"(24, 26, 28)",120,119
warrior_inv,"(23, 25, 27)",170,179
warrior_inv,"(16, 14, 12)",180,152
warrior_inv,"(11, 13, 15)",180,172
warrior_inv,"(14, 12, 24)",90,11
warrior_inv,"(13, 11, 23)",90,13
warrior_inv,"(12, 24, 26)",120,147
warrior_inv,"(11, 23, 25)",140,176
warrior_inv,"(24, 26, 28)",120,112
warrior_inv,"(23, 25, 27)",170,179
warrior_inv,"(16, 14, 12)",180,149
warrior_inv,"(11, 13, 15)",180,171
warrior_inv,"(14, 12, 24)",90,11
warrior_inv,"(13, 11, 23)",90,14
warrior_inv,"(12, 24, 26)",120,136
warrior_inv,"(11, 23, 25)",140,176
warrior_inv,"(24, 26, 28)",120,100
warrior_inv,"(23, 25, 27)",170,177
warrior_inv,"(16, 14, 12)",180,144
warrior_inv,"(11, 13, 15)",180,171
warrior_inv,"(14, 12, 24)",90,10
warrior_inv,"(13, 11, 23)",90,15
warrior_inv,"(12, 24, 26)",120,127
warrior_inv,"(11, 23, 25)",140,176
warrior_inv,"(24, 26, 28)",120,85
warrior_inv,"(23, 25, 27)",170,177
warrior_inv,"(16, 14, 12)",180,140
warrior_inv,"(11, 13, 15)",180,170
warrior_inv,"(14, 12, 24)",90,10
warrior_inv,"(13, 11, 23)",90,15
warrior_inv,"(12, 24, 26)",120,124
warrior_inv,"(11, 23, 25)",140,176
warrior_inv,"(24, 26, 28)",120,78
warrior_inv,"(23, 25, 27)",170,177
tree_inv,"(12, 24, 26)",120,118
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,68
tree_inv,"(23, 25, 27)",170,179
warrior_inv,"(16, 14, 12)",180,131
warrior_inv,"(11, 13, 15)",180,170
warrior_inv,"(14, 12, 24)",90,11
warrior_inv,"(13, 11, 23)",90,15
warrior_inv,"(12, 24, 26)",120,111
warrior_inv,"(11, 23, 25)",140,174
warrior_inv,"(24, 26, 28)",120,57
warrior_inv,"(23, 25, 27)",170,179
warrior_inv,"(16, 14, 12)",180,128
warrior_inv,"(11, 13, 15)",180,170
warrior_inv,"(14, 12, 24)",90,11
warrior_inv,"(13, 11, 23)",90,15
warrior_inv,"(12, 24, 26)",120,109
warrior_inv,"(11, 23, 25)",140,174
warrior_inv,"(24, 26, 28)",120,53
warrior_inv,"(23, 25, 27)",170,179
warrior_inv,"(16, 14, 12)",180,124
warrior_inv,"(11, 13, 15)",180,170
warrior_inv,"(14, 12, 24)",90,11
warrior_inv,"(13, 11, 23)",90,15
warrior_inv,"(12, 24, 26)",120,108
warrior_inv,"(11, 23, 25)",140,174
warrior_inv,"(24, 26, 28)",120,52
warrior_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,111
tree_inv,"(11, 23, 25)",170,173
tree_inv,"(24, 26, 28)",60,53
tree_inv,"(23, 25, 27)",170,179
warrior_inv,"(16, 14, 12)",180,111
warrior_inv,"(11, 13, 15)",180,166
warrior_inv,"(14, 12, 24)",90,11
warrior_inv,"(13, 11, 23)",90,17
warrior_inv,"(12, 24, 26)",120,96
warrior_inv,"(11, 23, 25)",140,173
warrior_inv,"(24, 26, 28)",120,51
warrior_inv,"(23, 25, 27)",170,179
warrior_inv,"(16, 14, 12)",180,108
warrior_inv,"(11, 13, 15)",180,163
warrior_inv,"(14, 12, 24)",90,11
warrior_inv,"(13, 11, 23)",90,17
warrior_inv,"(12, 24, 26)",120,108
warrior_inv,"(11, 23, 25)",140,172
warrior_inv,"(24, 26, 28)",120,54
warrior_inv,"(23, 25, 27)",170,178
tree_inv,"(12, 24, 26)",120,113
tree_inv,"(11, 23, 25)",170,172
tree_inv,"(24, 26, 28)",60,56
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,114
tree_inv,"(11, 23, 25)",170,172
tree_inv,"(24, 26, 28)",60,56
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,121
tree_inv,"(11, 23, 25)",170,173
tree_inv,"(24, 26, 28)",60,58
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,174
tree_inv,"(24, 26, 28)",60,59
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,127
tree_inv,"(11, 23, 25)",170,174
tree_inv,"(24, 26, 28)",60,57
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,128
tree_inv,"(11, 23, 25)",170,174
tree_inv,"(24, 26, 28)",60,56
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,128
tree_inv,"(11, 23, 25)",170,174
tree_inv,"(24, 26, 28)",60,57
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,128
tree_inv,"(11, 23, 25)",170,174
tree_inv,"(24, 26, 28)",60,55
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,129
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,54
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,128
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,54
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,128
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,54
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,128
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,52
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,127
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,50
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,126
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,49
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,126
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,48
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,126
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,126
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,48
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,48
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,48
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,48
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,48
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,48
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,48
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,48
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,48
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,46
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,123
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,46
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,46
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,46
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,178
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,178
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,178
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,175
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,46
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,46
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,46
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,46
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,125
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,44
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,44
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,44
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,44
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,44
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,124
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,45
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,122
tree_inv,"(11, 23, 25)",170,177
tree_inv,"(24, 26, 28)",60,46
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,121
tree_inv,"(11, 23, 25)",170,177
tree_inv,"(24, 26, 28)",60,48
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,121
tree_inv,"(11, 23, 25)",170,177
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,179
tree_inv,"(12, 24, 26)",120,121
tree_inv,"(11, 23, 25)",170,177
tree_inv,"(24, 26, 28)",60,47
tree_inv,"(23, 25, 27)",170,178
tree_inv,"(12, 24, 26)",120,120
tree_inv,"(11, 23, 25)",170,176
tree_inv,"(24, 26, 28)",60,48
tree_inv,"(23, 25, 27)",170,178
tree_inv,"(12, 24, 26)",120,120
tree_inv,"(11, 23, 25)",170,177
tree_inv,"(24, 26, 28)",60,52
tree_inv,"(23, 25, 27)",170,178
tree_inv,"(12, 24, 26)",120,121
tree_inv,"(11, 23, 25)",170,179
tree_inv,"(24, 26, 28)",60,63
tree_inv,"(23, 25, 27)",170,174
tree_inv,"(12, 24, 26)",120,123
tree_inv,"(11, 23, 25)",170,179
tree_inv,"(24, 26, 28)",60,71
tree_inv,"(23, 25, 27)",170,175
tree_inv,"(12, 24, 26)",120,127
tree_inv,"(11, 23, 25)",170,179
tree_inv,"(24, 26, 28)",60,79
tree_inv,"(23, 25, 27)",170,175
tree_inv,"(12, 24, 26)",120,136
tree_inv,"(11, 23, 25)",170,179
tree_inv,"(24, 26, 28)",60,96
tree_inv,"(23, 25, 27)",170,175
tree_inv,"(12, 24, 26)",120,141
tree_inv,"(11, 23, 25)",170,179
tree_inv,"(24, 26, 28)",60,104
tree_inv,"(23, 25, 27)",170,175
tree_inv,"(12, 24, 26)",120,152
tree_inv,"(11, 23, 25)",170,179
tree_inv,"(24, 26, 28)",60,122
tree_inv,"(23, 25, 27)",170,176
tree_inv,"(12, 24, 26)",120,156
tree_inv,"(11, 23, 25)",170,179
tree_inv,"(24, 26, 28)",60,135
tree_inv,"(23, 25, 27)",170,177
tree_inv,"(12, 24, 26)",120,160
tree_inv,"(11, 23, 25)",170,179
tree_inv,"(24, 26, 28)",60,147
tree_inv,"(23, 25, 27)",170,178
tree,"(12, 24, 26)",170,167
tree,"(11, 23, 25)",120,179
tree,"(24, 26, 28)",170,164
tree,"(23, 25, 27)",60,177
tree,"(12, 24, 26)",170,170
tree,"(11, 23, 25)",120,178
tree,"(24, 26, 28)",170,170
tree,"(23, 25, 27)",60,176
tree,"(12, 24, 26)",170,172
tree,"(11, 23, 25)",120,178
tree,"(24, 26, 28)",170,173
tree,"(23, 25, 27)",60,176
tree,"(12, 24, 26)",170,173
tree,"(11, 23, 25)",120,179
tree,"(24, 26, 28)",170,175
tree,"(23, 25, 27)",60,177
tree,"(12, 24, 26)",170,174
tree,"(11, 23, 25)",120,179
tree,"(24, 26, 28)",170,176
tree,"(23, 25, 27)",60,177
tree,"(12, 24, 26)",170,175
tree,"(11, 23, 25)",120,179
tree,"(24, 26, 28)",170,178
tree,"(23, 25, 27)",60,177
tree,"(12, 24, 26)",170,175
tree,"(11, 23, 25)",120,179
tree,"(24, 26, 28)",170,178
